positionName,company,location,JobID,description,score
AVP-DEVOPS,SKS Enterpprise,"Bengaluru, Karnataka",845,"Position Name- AVP-DevOps    Location - Chennai/Bangalore    Experience Range- 5 to 9years    About the client:       The client is a digital finance company that provides access to debt for under-banked individuals and businesses in India. Through a combination of capital, products, partnerships and technology, the client and its subsidiaries have created a platform that connects millions of borrowers to mainstream debt investors.     The client operates across multiple asset classes, thus providing access to a diverse set of debt opportunities to sectors, such as microfinance, small business loans, affordable housing finance, vehicle finance, agricultural finance, consumer finance, mid-market corporate finance and others.     Since inception, the client has enabled over USD 11 billion of financing to over 200 partner organizations through 140 reputed domestic and global investors.            Mandatory Requirements:         Handled the entire deployment process     Have deployed applications to the cloud     Experience in working with large scale data sets and Machine Learning Models     Understanding of financial sectors and lending products     Expected Technical skills –Python, MLOps tools, Docker, Kubernetes, Apache Spark, Jenkins     Experience in SQL language will be an advantage     Experience in building large-scale data pipeline           Job Responsibilities:           Streamline the process of pushing Machine Learning Models to Production     Maintaining and Monitoring all Machine Learning Models in Production and Development     Collaborate with the Data scientists and Analysts to increase the pace of model development and production by implementing rigid CI/CD pipelines via means of monitoring, validation and governance frameworks     Support development of scalable and efficient framework for LARGE SCALE data analyses, model development, model validation and model implementation     Experiment, iterate and continuously improve the Machine Learning life cycle in the organization     Share, explore and prep data for the model development     Design all data pipelines and engineering infrastructure with the goal of easy usability of data across all analytics and Machine learning projects     Develop Self-learning model pipelines to continuously improve on existing models basis inferences drawn in the monitoring stage     Automation of Machine Learning training and testing pipelines     Build pipelines to test Multiple Machine Learning Models in parallel     Collaborate with the data engineers and data scientists on feature development in order to create containers and build out the deployment pipelines for new modules     Design, build, automate and optimize application containers and orchestration with Docker and Kubernetes and cloud platforms like AWS or Azure           Minimum Requirement:           4+ years of working in a Data Science/Software Engineering function of an organization preferably deploying models and applications at scale     Experience in finance domain preferred           Minimum Qualification:           Masters/ Bachelor’s Degree in Statistics/ Mathematics/",1.2874581370479594
Model Validation Analyst,Deutsche Bank,"Mumbai, Maharashtra",2402,"Job Title- Model Validation Analyst - NCT   Location- Mumbai     Role Description   Model Risk Management’s mission is to manage, independently and actively, model risk globally in line with the bank's risk appetite with responsibility for:        Performing robust independent model validation    Ensuring early and proactive identification of Model Risks    Designing and recommending Model Risk Appetite    Effectively managing and mitigating Model Risks    Establishing Model Risk metrics    Designing and implementing a strong Model Risk Management and governance framework       This validation role is for model validation specialist working within Americas model validation team. This role covers various functional areas within Americas team namely PPNR, Credit Risk, Market Risk, Liquidity Risk, Anti-Financial Crime and Operational Risk.     What we’ll offer you   As part of our flexible scheme, here are just some of the benefits that you’ll enjoy      Best in class leave policy    Gender neutral parental leaves    100% reimbursement under childcare assistance benefit (gender neutral)    Sponsorship for Industry relevant certifications and education    Employee Assistance Program for you and your family members    Comprehensive Hospitalization Insurance for you and your dependents    Accident and Term life Insurance    Complementary Health screening for 35 yrs. and above       Your key responsibilities     The role is embedded within DB’s Model Risk Management and the successful candidate is tasked to:      Manage end-to-end process of model validation, such as, assessing the conceptual soundness of the model, core activities including conceptual soundness assessment, model testing; identifying issues and finalizing these issues as model findings; communicating model outcome with action points, while adhering with the regulatory requirements.    Prepare high-quality validation reports which comprehensively articulate the validation findings and the concerned assessments performed.    Effectively communicate assessments and findings with all relevant stakeholders including model users and owners as well as regulators and supervisory authorities.    Actively contribute to the optimization of the validation process through automation, incorporating the regulatory changes and other initiatives across the model validation process.    Support the model governance activities such as model inventory and model documentation.    Effectively addressing issues raised by Governance, Audit and Regulators in assigned timeframe.       Your skills and experience      Degree in B.Tech/MBA/Masters in Econometrics, Mathematics, Statistics, Finance or any related discipline.    Relevant experience of 1-3 years in model validation or model development roles, in any risk areas- such as, credit risk, PPNR, market risk, liquidity risk, etc.    The concerned should have thorough understanding of Statistical techniques like regression, time series and experience in their application.    Experience in performing data analysis and statistical tests in programming languages like Python, R, SAS, etc    Need to demonstrate capability to handle senior stakeholder communication effectively.    Should have strong analytical abilities, presentation and communication skills.    Experience of working within treasury or directly within key business areas of global banks or exposure in CCAR process, will be advantageous.    Good understanding Financial Instruments (Bonds, Swap etc) and their application in Business would be desirable. Attitude to understand the business implications of a model.    Professional certifications like FRM, CFA, CQF would be desirable, but not mandatory.       How we’ll support you      Training and development to help you excel in your career    Coaching and support from experts in your team    A culture of continuous learning to aid progression    A range of flexible benefits that you can tailor to suit your needs       About us and our teams     https://www.db.com/company/company.htm     Our values define the working environment we strive to create – diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.  We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.",1.2879712081801402
Data Scientist (India Remote),Token Metrics,"Bengaluru, Karnataka",74,"Token Metrics is searching for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.      As a machine learning engineer, you should demonstrate solid data science knowledge and experience.      A first-class machine learning engineer will be someone whose expertise translates into the enhanced performance of predictive models.   Responsibilities    Consulting with the manager to determine and refine machine learning objectives.   Designing machine learning systems and self-running artificial intelligence (AI) to automate predictive models.   Transforming data science prototypes and applying appropriate ML algorithms and tools.   Ensuring that algorithms generate accurate user recommendations.   Solving complex problems with multi-layered data sets, as well as optimizing existing machine learning libraries and frameworks.   Developing ML algorithms to analyze huge volumes of historical data to make predictions.   Stress testing, performing statistical analysis, and interpreting test results for all market conditions.   Documenting machine learning processes.   Keeping abreast of developments in machine learning.   Requirements    Bachelor's degree in computer science, data science, mathematics, or a related field.   Master’s degree in computational linguistics, data science, data analytics, or similar will be advantageous.   At least two years' experience as a machine learning engineer.   Advanced proficiency with Python, Java, and R code.   Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.   In-depth knowledge of mathematics, statistics, and algorithms.   Superb analytical and problem-solving abilities.   Great communication and collaboration skills.   Excellent time management and organizational abilities.     About Token Metrics      Token Metrics helps crypto investors build profitable portfolios using artificial intelligence based crypto indices, rankings, and price predictions.      Token Metrics has a diverse set of customers, from retail investors and traders to crypto fund managers, in more than 50 countries.",1.2892787650545665
Data Scientist (India Remote),Token Metrics,"Bengaluru, Karnataka",531,"Token Metrics is searching for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.      As a machine learning engineer, you should demonstrate solid data science knowledge and experience.      A first-class machine learning engineer will be someone whose expertise translates into the enhanced performance of predictive models.   Responsibilities    Consulting with the manager to determine and refine machine learning objectives.   Designing machine learning systems and self-running artificial intelligence (AI) to automate predictive models.   Transforming data science prototypes and applying appropriate ML algorithms and tools.   Ensuring that algorithms generate accurate user recommendations.   Solving complex problems with multi-layered data sets, as well as optimizing existing machine learning libraries and frameworks.   Developing ML algorithms to analyze huge volumes of historical data to make predictions.   Stress testing, performing statistical analysis, and interpreting test results for all market conditions.   Documenting machine learning processes.   Keeping abreast of developments in machine learning.   Requirements    Bachelor's degree in computer science, data science, mathematics, or a related field.   Master’s degree in computational linguistics, data science, data analytics, or similar will be advantageous.   At least two years' experience as a machine learning engineer.   Advanced proficiency with Python, Java, and R code.   Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.   In-depth knowledge of mathematics, statistics, and algorithms.   Superb analytical and problem-solving abilities.   Great communication and collaboration skills.   Excellent time management and organizational abilities.     About Token Metrics      Token Metrics helps crypto investors build profitable portfolios using artificial intelligence based crypto indices, rankings, and price predictions.      Token Metrics has a diverse set of customers, from retail investors and traders to crypto fund managers, in more than 50 countries.",1.2893393054328386
Python Data Science Trainer,Payas Technologies Pvt Ltd,"Pune, Maharashtra",164,"We are hiring for an expert Python Data Science Trainer having experience with 2-5 years.Who is confident in his conduct. Having knowledge of Python,Machine Learning,Data Science with the capability of imparting the knowledge of artificial intelligence to the studentRoles and ResponsibilitiesTaking demos,webinars,seminars,workshop for business pipelinesExpertise in conducting workshopsOrganised and lead training sessionsDeliver classroom and online trainingTraining students and helping them to gain knowledge on the topics given in brochures.Delivering highly interactive lectures that are Online/Offline with current standards of industrial training.Preparing power-point presentations for the topics that shall be covered through the course of the program.Developing innovative and quality content for lectures to help facilitate delivery of lectures in an interesting and interactive manner.Continuously improve the delivery experience to ensure that experience of students is at industrial level.Should have exposure to Python, data analytics, data science, Machine learning, Deep Learning, NLP, Reinforcement learning, value function, CSP, Motion Analysis and object tracking, Face/ object detection, CNN, Tensor flow, Neural Network, Article spinning, latent sentiment analysis, Advanced Excel, Supervised/Unsupervised learning, SQL, Tableau, logistic/correlation/linear regression, R, Matplotlib, Pandas, Numpy, R- Programming, Data science.Mandatory Skills –Should have at least relevant industrial experience.Should have exposure to R&D Activities.Candidates should have direct experience in imaging processing, pattern recognition preferably real-time processing (real time camera feed).Candidates should be skilled in Python.Passion for teaching and training.Strong communication skills and ability to deliver highly interactive lectures is a must have.Should possess maturity to handle different type of learners.MORE SKILLS (Add-on) :-Deep Learning, python, NLP, Reinforcement learning, value function, CSP, Motion Analysis and object tracking, Face/ object detection, CNN, Tensor flow, Neural Network, Article spinning, latent sentiment analysis, Advanced Excel, Supervised/Unsupervised learning, ML, SQL, Tableau, logistic/correlation/linear regression, R, Matplotlib, Pandas, Numpy, Advance Excel, R programming, Data science.Job Types: Part-time, FreelanceContract length: 3 monthsPart-time hours: 12 per weekSalary: ₹30,000.00 per monthSchedule: Day shift Evening shift Flexible shift Morning shift Rotational shift Weekend availabilitySupplemental pay types: Yearly bonusAbility to commute/relocate: Pune, Maharashtra: Reliably commute or planning to relocate before starting work (Required)Experience: total work: 1 year (Preferred)Speak with the employer+91-XXXXXXXXXXApplication Deadline: 28/02/2023Expected Start Date: 27/02/2023",1.2898392458913979
Senior Data Scientist,GE Healthcare,"Bengaluru, Karnataka",483,"Job Description Summary As a Senior Data Scientist with Edison Enterprise Data organization, you will be responsible for developing solutions using Machine Larning or Deep Learning models to solve various HealthCare domain problems. You are also responsible to take the models developed by you to production by involving in model optimization, ML Ops experimatation, model management, containerization.   In depth understanding of NLP technology, a strong software background and experience with processing large scale multilingual texts through effective use of computing resources through grip on Deep Learning fundamentals and recent NLP trends    GE HealthCare is a leading global medical technology and digital solutions innovator. Our mission is to improve lives in the moments that matter. Unlock your ambition, turn ideas into world-changing realities, and join an organization where every voice makes a difference, and every difference builds a healthier world.   Job Description  Responsibilities:  In this role you will :    Work with other data scientists and principal data architects to develop deep learning models to extract medical entities from a large set of medical records   You will be responsible for designing and programming a small module or a large component and designing a feature, set of features, or whole   You will be involved in annotation, analyzing & curating the data required for training the models   Improve model performance, contribute to successful implementation of MLOPS   You will ensure to maintain code quality through best practices, unit testing and code quality automation   You will be the expert in writing code that meets standards and delivers the desired functionality using the technology selected for the project   You will assure proper documentation of technical data generated for the assigned projects and/or tasks consistent with engineering policies and procedures   You will demonstrate the understanding of Agile software development lifecycle and able to distinguish the core inputs and outputs in each cycle.   You will engage in technical discussions; participate in technical designs and present technical ideas through white boarding   You will use GE approved tools & technology to analyze security loopholes in your code & ensure they are rectified as per the accepted guidance    Qualifications / Requirements    Bachelor’s Degree in Computer Science or in STEM” Majors (Science, Technology, Engineering and Math)   A minimum of 6+ years of professional experience in data science   A minimum of 2+ years of professional experience in NLP domain   Data acquisition and NL modeling: harvesting NL resources from the Web, rapid bootstrapping of domain-specific and multilingual NL models for named-entity, syntactic parsing and text classification   NL systems: large-scale development and deployment, performance monitoring, tuning and optimization of NL models   NL methodology: grammar-based, data-driven and machine learning-based, hybrid approaches   NL technologies: spoken language understanding, language translation, natural language search, syntax-semantics.   Must have hands on experience in any of the deep learning framework.   Deep understanding on traditional NLP strategies, models, and use cases.   Thorough understanding of advance NLP techniques like language modelling, machine translation, drift detection in textual data, etc.   Interfaces using ontologies, discourse processing, language generation and summarization, interactive NL systems   Hands on experience with NLTK tool, tokenization, lemmatization, NER model architecture, creating an NLP pipeline with sentence resolver, relationship extraction, chunk merge approach   Annotation of texts using NLP annotators such as inception   transforming a model from research to production and ability to fine-tune model performance in a production setting using adaptive/incremental machine learning techniques   Hands on experience in Configuration Management Tools such as GIT & JENKINS    Desired Characteristics    Excellent communication skills   Excellent team player   Experience in working with distributed global teams    Inclusion and Diversity  GE HealthCare is an Equal Opportunity Employer where inclusion matters. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.  We expect all employees to live and breathe our behaviors: to act with humility and build trust; lead with transparency; deliver with focus, and drive ownership – always with unyielding integrity.   Our total rewards are designed to unlock your ambition by giving you the boost and flexibility you need to turn your ideas into world-changing realities. Our salary and benefits are everything you’d expect from an organization with global strength and scale, and you’ll be surrounded by career opportunities in a culture that fosters care, collaboration and support.  #LI-GM2   Additional Information                                     Relocation Assistance Provided: Yes",1.290537518312758
Python Machine Learning Engineer,Vingsfire HRIM Pvt Ltd,"Madurai, Tamil Nadu",473,"Role : Senior Python DeveloperExperience: 5+ YearsWe are looking for the Python candidates who are expert in Data Science and Machine Learning.About the jobYou'll be working with a fast growing team to solve the large issue of disruptions and delays in the supply chain. With a global supply chain crisis still hurting many businesses, we're providing a software product to predict disruptions and delays months in advance to help alleviate the current supply chain issues. Our platform ingests many data sources including historical client data and external data sources such as geopolitical risk, macro economic information, AIS data, satellite imaging, Twitter feeds, and many more data sources. This information is fed into our predictive model to find leading indicators to prevent a disruption or a delay.ResponsibilitiesImproving model performance, feature engineering, implementing external data sources into the model, statistical analysis, contributing to the code base, and model scalability with enterprise clients (Fortune 2000).Qualifications5+ years’ experience as a Machine Learning Engineer/Data ScientistBachelor's degree in Data Science or CSHands on experience with Python, SQL, AWS, ML & Times SeriesImage recognition and natural language processing is a plusNumPy, Pandas, Skikit-learn, XGBoost, TensorFlow, KerasCurrently in a Machine Learning PositionExperience with Neural NetworksData Cleaning and Feature Engineering of Data to Train ModelsJob Type: Full-timeSchedule: Day shiftSupplemental pay types: Performance bonusAbility to commute/relocate: Madurai, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)Education: Bachelor's (Preferred)Experience: Machine learning: 5 years (Preferred) Data science: 5 years (Preferred) Python: 5 years (Preferred) total work: 5 years (Preferred)",1.2928077907608195
Automation Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka",721,"Aufgaben                 Job ID: Data Analyst for KPI Evaluation and Data Analysis – Camera/Vision Systems   Data Scientist: The primary focus will be in applying advanced statistical analysis, and evaluating machine learning or deep learning models that will get integrated with safety relevant automotive features   Primary Responsibilities  1. Understand the data requirements to solve the problem and perform exhaustive exploratory analyses.  2. Test the performance of the models and deploy them into production by closely working with the data collection teams  3. Perform data cleansing using data processing and statistical software packages.  4. Perform data quality assessments and statistical testing to verify data quality and data integrity  5. Translate and visualize data into information and insights to discover trends and patterns for improving the Key Performance Indicators (KPIs)  6. Coordinate with different functional agile teams such as data engineering Algorithm development and software development teams to build a pipeline that publishes KPI reports for every release of the Deep Learning models with related changes in Training and Meta Data   Qualified candidates will have:  0. Bachelor's/Master's degree or equivalent experience in quantitative field (Statistics, Mathematics, Computer Science, Engineering, etc.)  1. 5+ years of hands-on experience in data analysis and predictive analytics with machine learning/predictive modeling techniques  2. Experience in modern ML Ops practices  3. Experience in data mining for large volumes of data, extracting insights and building prediction and system optimization models.  4. Comprehensive statistical knowledge (regression/classification models, design of experiments, statistical testing etc.) and experience applying it to real-world projects.  5. Experience combining analytic methods with advanced data visualizations using, Tableau, etc.  6. Strong knowledge in the application of Machine Learning  7. Experience with common data science toolkits, such as SQL, Python with high proficiency in the use of OpenCV, opensource statistical and machine learning packages  (numpy, pandas, scikit-learn, stats tool etc.)    Mandatory Experience  0. Python (numpy, pandas, scikit-learn, stats tool etc.)  1. SQL  2. Data visualization ( Kibana , Tableau , Metabase , Power BI )   Any of the following qualifications is a plus  0. Deep Learning algorithms (Pyorch, TensorFlow or Equivalent framework), ideally demonstrated by relevant industrial experience.  1. Experience in deploying predictive or prescriptive data science solutions from any embedded electronic sensor data streams (such as Cameras,IoT sensors,wearables etc.)                 Qualifikationen                 B.Tech / B.E in Computer Science / Electronics & Communications / Equivalent",1.2930322305656685
Machine Learning Engineer,Corteva,"Hyderabad, Telangana",711,"Description  Position : Machine Learning Engineer Location: Hyderabad, India / Flexible    About Us Who are we, and what do we do?  At Corteva Agriscience, you will help us grow what's next. No matter your role, you will be part of a team that is building the future of agriculture – leading breakthroughs in the innovation and application of science and technology that will better the lives of people all over the world and fuel the progress of humankind. Corteva Agriscience is seeking a Machine Learning Engineer to implement of our end-to-end ML pipeline by leveraging their deep knowledge of best practices in machine learning, data pipelines and large-scale distributed systems. As part of our global Farming Solutions and Digital group, you'll be working on developing and enhancing our core ML capabilities as applied to large-scale agricultural datasets in imaging, genomics, remote sensing, natural language processing, plant breeding, etc. The successful candidate will work closely with data engineers, software engineers, ML engineers, and data scientists in a dynamic and exciting research environment to implement scalable machine learning solutions requiring collaboration with team members and key stakeholders. You will operate as a thought leader and visionary that will encourage and promote disruptive advances by enabling the implementation of state-of-the-art methods in machine learning and artificial intelligence. This is a critical position with strategic impact on our business and you will play a major role by driving innovation in agriculture technology.  Responsibilities: How will you help us grow? It matters to us, and it matters to you!    Design and implement production-grade, user-friendly infrastructure to run AI pipelines at scale including model development, model deployment, model serving, model monitoring and experimentation.   Utilize best practices in DevOps and machine learning methods on cloud native computing architectures with an infrastructure-as-code approach using tools like Terraform and Git.   Ensure complete utilization of our high-performance GPU and CPU computing assets on baremetal and cloud environments (AWS, GCP, Azure) with emphasis on efficient resource management and cost effectiveness.   Create reliable and reproducible workflows and pipelines that deliver data products to our end users.   Automate and streamline ML operations and processes.   Build and maintain tools for deployment, monitoring, and operations. Also troubleshoot and   resolve issues in development, testing, and production environments   Experience in optimizing Machine Learning application for a target architecture is a plus   Team player with ability to work across a diverse team, also cross-functionally and in geographically distributed teams.   Meet the needs of Data Scientists, ML Engineers and provide mentorship to junior team members   Qualifications  Education and Experience    Bachelor's or Master's degree in Computer Science, Computer Engineering, Data Science/Analytics or related field.   3+ years of industry experience working in Software Engineering, DevOps or Data Engineering with Data Science and MLOps experience.   Good hands-on experience with containerized orchestration tools like Kubernetes   Experience in building and deploying applications in Cloud environment like AWS or GCP.   Proficiency in any one language like Python, R or any other programming languages   Experience with working on AWS services (S3, RDS, EC2, EBS, SQS, Lambda)   Experience in converting plain python models into deployable REST services using any frameworks (Seldon-Core / Kfserving etc.)   Experience with Pytorch, Tensorflow, Caffe2 or relevant frameworks will be an added advantage   Superior written communication and presentation skills.   Hands-on experience building the end-to-end design, development, and deployment of modelling solutions.   Experience working with Docker images and maintaining docker-based micro services.",1.2933116061992809
Machine Learning Engineer,Corteva,"Hyderabad, Telangana",236,"Description  Position : Machine Learning Engineer Location: Hyderabad, India / Flexible    About Us Who are we, and what do we do?  At Corteva Agriscience, you will help us grow what's next. No matter your role, you will be part of a team that is building the future of agriculture – leading breakthroughs in the innovation and application of science and technology that will better the lives of people all over the world and fuel the progress of humankind. Corteva Agriscience is seeking a Machine Learning Engineer to implement of our end-to-end ML pipeline by leveraging their deep knowledge of best practices in machine learning, data pipelines and large-scale distributed systems. As part of our global Farming Solutions and Digital group, you'll be working on developing and enhancing our core ML capabilities as applied to large-scale agricultural datasets in imaging, genomics, remote sensing, natural language processing, plant breeding, etc. The successful candidate will work closely with data engineers, software engineers, ML engineers, and data scientists in a dynamic and exciting research environment to implement scalable machine learning solutions requiring collaboration with team members and key stakeholders. You will operate as a thought leader and visionary that will encourage and promote disruptive advances by enabling the implementation of state-of-the-art methods in machine learning and artificial intelligence. This is a critical position with strategic impact on our business and you will play a major role by driving innovation in agriculture technology.  Responsibilities: How will you help us grow? It matters to us, and it matters to you!    Design and implement production-grade, user-friendly infrastructure to run AI pipelines at scale including model development, model deployment, model serving, model monitoring and experimentation.   Utilize best practices in DevOps and machine learning methods on cloud native computing architectures with an infrastructure-as-code approach using tools like Terraform and Git.   Ensure complete utilization of our high-performance GPU and CPU computing assets on baremetal and cloud environments (AWS, GCP, Azure) with emphasis on efficient resource management and cost effectiveness.   Create reliable and reproducible workflows and pipelines that deliver data products to our end users.   Automate and streamline ML operations and processes.   Build and maintain tools for deployment, monitoring, and operations. Also troubleshoot and   resolve issues in development, testing, and production environments   Experience in optimizing Machine Learning application for a target architecture is a plus   Team player with ability to work across a diverse team, also cross-functionally and in geographically distributed teams.   Meet the needs of Data Scientists, ML Engineers and provide mentorship to junior team members   Qualifications  Education and Experience    Bachelor's or Master's degree in Computer Science, Computer Engineering, Data Science/Analytics or related field.   3+ years of industry experience working in Software Engineering, DevOps or Data Engineering with Data Science and MLOps experience.   Good hands-on experience with containerized orchestration tools like Kubernetes   Experience in building and deploying applications in Cloud environment like AWS or GCP.   Proficiency in any one language like Python, R or any other programming languages   Experience with working on AWS services (S3, RDS, EC2, EBS, SQS, Lambda)   Experience in converting plain python models into deployable REST services using any frameworks (Seldon-Core / Kfserving etc.)   Experience with Pytorch, Tensorflow, Caffe2 or relevant frameworks will be an added advantage   Superior written communication and presentation skills.   Hands-on experience building the end-to-end design, development, and deployment of modelling solutions.   Experience working with Docker images and maintaining docker-based micro services.",1.2933343056351028
Lead Data Scientist,Srijan Technologies PVT LTD,"Gurgaon, Haryana",316,"About Material   Material is a global strategy, insights, design, and technology partner to companies striving for true customer centricity and ongoing relevance in a digital first, customer-led world. By leveraging proprietary, science-based tools that enable human understanding, we inform and create customer-centric business models and experiences + deploy measurement systems – to build transformational relationships between businesses and the people they serve.   About Srijan   Srijan is a global engineering firm that builds transformative digital paths to better futures for Fortune 500 enterprises to nonprofits all over the world. Srijan brings advanced engineering capabilities and agile practices to some of the biggest names across FMCG, Aviation, Telecom, Technology, and others. We help businesses embrace the digital future with cloud, data, API and platform centric technologies and adapt to changing business models and market demands. Srijan leads in Drupal with 350+ Drupal engineers, 80+ Acquia certifications. Srijan is also a Drupal Enterprise Partner & Diamond Certified   What you will get:        Competitive Salaries with flexi benefits        Group Mediclaim Insurance and Personal Accidental Policy        30+ Paid Leaves in a year        Learning and Development of quarterly budgets for certification         Lead Data Scientist :   We are looking for a Lead Data Scientist to lead a technical team and help us gain useful insight out of raw data. Lead Data Scientist responsibilities include managing the data science team, planning projects and building analytics models. You should have a strong problem-solving ability and a knack for statistical analysis. If you’re also able to align our data products with our business goals, we’d like to meet you.      Responsibilities:     Experience of 6-10 years should be fine and predominantly have experience on AI/ML, NLP, Python, AWS/Cloud, Computer Vision, Machine Vision, Docker   Ability to understand a business problem and the available data and identify what techniques can be applied to answer the business questions   Given a business problem, estimate solution feasibility and potential approaches based on available data   Quickly prototype solutions and build models to test feasibility of solution approach   Build statistical models, train and test them to and drive towards the optimal level of model performance   Develop robust, scalable and production grade data pipelines and machine learning models to answer key business problems against big, small or huge volumes of diverse range of data sets.   Build scalable AI / ML: solutions as appropriate - may depend on the requirements and will span NLP, Computer / Machine Vision, Clustering, Segmentation, Deep Learning etc.   Writing reusable piece of code following best software engineering practices accommodating common design patterns and OOPS   Work across the spectrum of reporting and data visualization, statistical modeling and supervised learning tools and techniques and apply the right level of solution to the right problem   Work in highly collaborative teams that strive to build quality systems and provide business value   Work closely with clients, both in the Business Domain and with Technical staff members       Must Have Skills:     6+ years of relevant experience in a delivery focused team   Strong coding ability in Python, and general software development skills (source code management, debugging, testing, deployment, etc.) is a must   Experience with building predictive statistical, behavioral or other models via supervised and unsupervised machine learning, statistical analysis, and other predictive modeling techniques   Experience across Structured, Semi-Structured and Unstructured data along with the appropriate modeling techniques based on the business requirements   Knowledge of both traditional as well awareness with existing state of the art methods in Machine Learning, NLP, Document Classification, Transfer Learning, Information Extraction and Retrieval with a proven track record of applying them to real problems.   Experience in Computer Vision techniques - processing and handling of images and videos, as well as detection / classification techniques   Experience in cloud computing like AWS is a plus   Experience in microservice based architectures with model containerization using Docker is a must (Kubernetes experience will be an added advantage)   Ability to communicate the requirements and deliverables effectively to both technical teams as well as non-technical domain specialists   Strong team player; ability to provide both a strong individual contribution but also work as a team and contribute to wider goals is a must in this dynamic environment   Strong verbal and written communication skills to establish proper communications within the team and clients\       Location:- Gurgaon, Noida, Hyderabad, Chennai, Bangalore, Pune, Kolkata, Indore, Jaipur, Ahmedabad   Working Model:- Hybrid",1.2934989871447453
Lead Data Scientist,Srijan Technologies PVT LTD,"Gurgaon, Haryana",904,"About Material   Material is a global strategy, insights, design, and technology partner to companies striving for true customer centricity and ongoing relevance in a digital first, customer-led world. By leveraging proprietary, science-based tools that enable human understanding, we inform and create customer-centric business models and experiences + deploy measurement systems – to build transformational relationships between businesses and the people they serve.   About Srijan   Srijan is a global engineering firm that builds transformative digital paths to better futures for Fortune 500 enterprises to nonprofits all over the world. Srijan brings advanced engineering capabilities and agile practices to some of the biggest names across FMCG, Aviation, Telecom, Technology, and others. We help businesses embrace the digital future with cloud, data, API and platform centric technologies and adapt to changing business models and market demands. Srijan leads in Drupal with 350+ Drupal engineers, 80+ Acquia certifications. Srijan is also a Drupal Enterprise Partner & Diamond Certified   What you will get:        Competitive Salaries with flexi benefits        Group Mediclaim Insurance and Personal Accidental Policy        30+ Paid Leaves in a year        Learning and Development of quarterly budgets for certification         Lead Data Scientist :   We are looking for a Lead Data Scientist to lead a technical team and help us gain useful insight out of raw data. Lead Data Scientist responsibilities include managing the data science team, planning projects and building analytics models. You should have a strong problem-solving ability and a knack for statistical analysis. If you’re also able to align our data products with our business goals, we’d like to meet you.      Responsibilities:     Experience of 6-10 years should be fine and predominantly have experience on AI/ML, NLP, Python, AWS/Cloud, Computer Vision, Machine Vision, Docker   Ability to understand a business problem and the available data and identify what techniques can be applied to answer the business questions   Given a business problem, estimate solution feasibility and potential approaches based on available data   Quickly prototype solutions and build models to test feasibility of solution approach   Build statistical models, train and test them to and drive towards the optimal level of model performance   Develop robust, scalable and production grade data pipelines and machine learning models to answer key business problems against big, small or huge volumes of diverse range of data sets.   Build scalable AI / ML: solutions as appropriate - may depend on the requirements and will span NLP, Computer / Machine Vision, Clustering, Segmentation, Deep Learning etc.   Writing reusable piece of code following best software engineering practices accommodating common design patterns and OOPS   Work across the spectrum of reporting and data visualization, statistical modeling and supervised learning tools and techniques and apply the right level of solution to the right problem   Work in highly collaborative teams that strive to build quality systems and provide business value   Work closely with clients, both in the Business Domain and with Technical staff members       Must Have Skills:     6+ years of relevant experience in a delivery focused team   Strong coding ability in Python, and general software development skills (source code management, debugging, testing, deployment, etc.) is a must   Experience with building predictive statistical, behavioral or other models via supervised and unsupervised machine learning, statistical analysis, and other predictive modeling techniques   Experience across Structured, Semi-Structured and Unstructured data along with the appropriate modeling techniques based on the business requirements   Knowledge of both traditional as well awareness with existing state of the art methods in Machine Learning, NLP, Document Classification, Transfer Learning, Information Extraction and Retrieval with a proven track record of applying them to real problems.   Experience in Computer Vision techniques - processing and handling of images and videos, as well as detection / classification techniques   Experience in cloud computing like AWS is a plus   Experience in microservice based architectures with model containerization using Docker is a must (Kubernetes experience will be an added advantage)   Ability to communicate the requirements and deliverables effectively to both technical teams as well as non-technical domain specialists   Strong team player; ability to provide both a strong individual contribution but also work as a team and contribute to wider goals is a must in this dynamic environment   Strong verbal and written communication skills to establish proper communications within the team and clients\       Location:- Gurgaon, Noida, Hyderabad, Chennai, Bangalore, Pune, Kolkata, Indore, Jaipur, Ahmedabad   Working Model:- Hybrid",1.2935172725743482
