"company","companyLogo","description","externalApplyLink","id","jobType","location","positionName","postedAt","rating","reviewsCount","salary","scrapedAt","url"
"IBM","https://d2q79iu7y748jz.cloudfront.net/s/_logo/8b8f36af939c6a3267ff03e700cc0546","
 
  Introduction
   As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment. The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!
   
   
  Your Role and Responsibilities
   
  
    You will design, develop and support application solutions with focus on SAP Netweaver - ABAP.
    You may also design, develop and/or re-engineer highly complex application components and integrate software packages, programs and reusable objects residing on multiple platforms.
    Knowledge and experience on SAP Workflow
    Advance ABAP BADI (Business Add-In)
    Intermediate Document Extensions
    ABAP Objects
    Business Application Programming Interface
    XI (Exchange Infrastructure)
  
   
   Required Technical and Professional Expertise
   
  
    6+ years of experience required.
    The ABAP on HANA Application Developers would possess the knowledge of the following topics and apply them to bring in value and innovation to client engagements: SAP HANA Technical Concept and Architecture, Data Modelling using HANA Studio, ABAP Development Tools (ADT), Code Performance Rules and Guidelines for SAP HANA, ADBC, Native SQL, ABAP Core data Services, Data Base Procedures, Text Search, ALV on HANA, and HANA Live models consumption.
    Designing and developing, data dictionary objects, data elements, domains, structures, views, lock objects, search helps and in formatting the output of SAP documents with multiple options.
    Modifying standard layout sets in SAP Scripts, Smart forms & Adobe Forms
    Knowledge on ABAP Object Oriented Programming.
    Development experience in RICEF (Reports, Interfaces, Conversions, Enhancements, Forms and Reports)
  
   
   Preferred Technical and Professional Expertise
   
  
    Experience in working in Implementation, Upgrade, Maintenance and Post Production support projects would be an advantage
    Understanding of SAP functional requirement, conversion into Technical design and development using ABAP Language for Report, Interface, Conversion, Enhancement and Forms in implementation or support projects
  
 
 
  
    
    About Business Unit
   IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.
   
 
 
   This job requires you to be fully COVID-19 vaccinated prior to your start date and proof of vaccination status will be required before your start date. During the Onboarding process you will be asked to confirm your vaccination status, in case you are unable to get vaccinated for any reason, you can let us know at that stage. Please let us know if you are unable to be vaccinated due to medical or religious reasons. IBM will consider such requests on a case by case basis subject to submission of required proof by the candidate before a stipulated date.
 
 
  
    
    Your Life @ IBM
   Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.
   
   Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.
   
   It's time to define your career.
 
 
  
    
    About IBM
   IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.
   
   Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. 
   
   At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.
 
 
  
    
    Location Statement
   When applying to jobs of your interest, we recommend that you do so for those that match your experience and expertise. Our recruiters advise that you apply to not more than 3 roles in a year for the best candidate experience.
   
   For additional information about location requirements, please discuss with the recruiter following submission of your application.
 
 
  
    
    Being You @ IBM
   IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
 
","https://in.indeed.com/applystart?jk=314d9ce677ec5503&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKnqlux1qiy9-FZyYWuF-ha3kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=a667e7661fa8c62a&assa=6633","314d9ce677ec5503",,"Gurgaon, Haryana","Application Developer: SAP ABAP HANA","Today","3.9","31981",,"2023-02-19T11:51:16.791Z","https://www.indeed.co.in/rc/clk?jk=314d9ce677ec5503&fccid=de71a49b535e21cb&vjs=3"
"CIEL HR",,"Job Summary 

 Hi, 

 
Role: Guidewire PC Developpers 

 
Location: Pune, Hyderabad 

 
Description:
 Mid-level role; operates autonomously, broad impact across multiple systems and the IT division. Seen as an expert in design and development and leads some development initiatives. 

 
 
 Provide consultation as the team’s technical and system subject matter expert on several business systems. 
 Responsible for application analysis, tuning and measurement to ensure appropriate performance, reliability and quality SLAs 
 Collaborate with the user community to design, develop and implement technology solutions across multiple business functions; leads other software engineers to accomplish 
 Mentor and coach others 
 Proficient in all aspects of the software development lifecycle. 
 Adept development knowledge in applicable programming languages and/or superior knowledge of web design languages, scripting tools and protocols. 
 College degree in computer science or other technical field required or equivalent work experience 
 5-7 years of experience in analysis, developing and writing code as well as at 3 years experience working with medium to complex assignments and structures 

 
Competencies:
 
 
 Technical Acumen 
 a. Guidewire 

 i.Fundamentals 

 ii.Configurations 

 iii.Integrations 

 iv.Guidewire Best Practices 

 v.DevOps Best Practices (CI\CD, Automation etc) 

 vi.Ability to investigate and fix problems 

 vii.Ability to convert high-level design into detailed low-level design 

 b. Experience in Code Management, Environment Management 

 
c. Nice to have: Knowledge on Security Best Practices for Guidewire Applications 

 Recruiter Info 

 Navya N Raikar 

 navya.raikar@cielhr.com","https://in.indeed.com/applystart?jk=fbae5bb13ca441db&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKnMKyyvNWrl6BzrrfnubjS9kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=343135231f2cd459&assa=6820","fbae5bb13ca441db",,"India","Guidewire PC Developers","Today","4","3",,"2023-02-19T11:51:17.096Z","https://www.indeed.co.in/rc/clk?jk=fbae5bb13ca441db&fccid=97c7ac19bcd5f536&vjs=3"
"Wolters Kluwer",,"
 
  
   Requires working knowledge and expanded conceptual knowledge of approaches, tools and platforms in the area of software test automation. Works under a moderate level of guidance and direction. Is proficient in the use of test management and other components of tools and performs a range of technical assignments and solves moderately complex problems under guidance of established policies and procedures. Contributes to moderately complex aspects of a project following the agile scrum process as specified for the team. Assists in the development, maintenance, and support of various systems and tools. Supports the achievement of goals through own personal efforts.
    POSITION:
   
     Assist in design & implementation of the test automation for product development teams.
     Building and executing automation tests to run on multiple environments using multiple browsers.
     Perform code reviews to ensure the code is in adherence to the automation framework.
     Perform assessment of current automation coverage & suggest ways to increase automation coverage.
     Evaluate the existing manual regression suite to translate manual test cases to automation tests.
     Work closely with team members & provide technical support as required.
     Assist team members in achieving targets & deliverables.
     Contribute to team agile planning activities and backlog prioritization.
     Coach team members in best software engineering practices in test automation and design.
     Work with scrum teams and complete assigned deliverables.
     Perform other non-specified tasks as assigned.
   
   
    Essential Qualifications:
   
     Bachelor’s degree or equivalent work experience.
     4+ years of automation test experience.
     Experience in manual testing.
     Strong test automation skills – C#, Selenium Webdriver, CodedUI
     Proficiency in .NET technology platforms.
     Proficient creating scripts using reusable methods.
     Strong testing and debugging abilities.
     Experience in troubleshooting, diagnosing and problem solving skills.
     Proficiency using MS Office productivity packages – Word, Excel, and Outlook.
     Demonstrated experience with Web Browser Technologies, e.g. HTML, HTTP.
     Solid understanding of object oriented programming, design and debugging skills.
     Must be self-motivated and take initiative in performing tasks and growing skills and knowledge.
   
   
    Preferred Qualifications: 
   
   
    Familiarity with software build and delivery process.
     Familiarity with Continuous Integration concepts and processes.
     Agile Software Development.
     Knowledge of CSS Selectors & Relative XPath to identify web elements.
   
  
 

 


 
  Requires working knowledge and expanded conceptual knowledge of approaches, tools and platforms in the area of software test automation. Works under a moderate level of guidance and direction. Is proficient in the use of test management and other components of tools and performs a range of technical assignments and solves moderately complex problems under guidance of established policies and procedures. Contributes to moderately complex aspects of a project following the agile scrum process as specified for the team. Assists in the development, maintenance, and support of various systems and tools. Supports the achievement of goals through own personal efforts.
   POSITION:
  
    Assist in design & implementation of the test automation for product development teams.
    Building and executing automation tests to run on multiple environments using multiple browsers.
    Perform code reviews to ensure the code is in adherence to the automation framework.
    Perform assessment of current automation coverage & suggest ways to increase automation coverage.
    Evaluate the existing manual regression suite to translate manual test cases to automation tests.
    Work closely with team members & provide technical support as required.
    Assist team members in achieving targets & deliverables.
    Contribute to team agile planning activities and backlog prioritization.
    Coach team members in best software engineering practices in test automation and design.
    Work with scrum teams and complete assigned deliverables.
    Perform other non-specified tasks as assigned.
  
  
   Essential Qualifications:
  
    Bachelor’s degree or equivalent work experience.
    4+ years of automation test experience.
    Experience in manual testing.
    Strong test automation skills – C#, Selenium Webdriver, CodedUI
    Proficiency in .NET technology platforms.
    Proficient creating scripts using reusable methods.
    Strong testing and debugging abilities.
    Experience in troubleshooting, diagnosing and problem solving skills.
    Proficiency using MS Office productivity packages – Word, Excel, and Outlook.
    Demonstrated experience with Web Browser Technologies, e.g. HTML, HTTP.
    Solid understanding of object oriented programming, design and debugging skills.
    Must be self-motivated and take initiative in performing tasks and growing skills and knowledge.
  
  
   Preferred Qualifications: 
  
  
   Familiarity with software build and delivery process.
    Familiarity with Continuous Integration concepts and processes.
    Agile Software Development.
    Knowledge of CSS Selectors & Relative XPath to identify web elements.
  
 

","https://in.indeed.com/applystart?jk=e477c5555426499f&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKk-DBFPzIYxITGQpCpZ69PHkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=fb2f48f37ecced2c&assa=7998","e477c5555426499f",,"Pune, Maharashtra","Software Test Automation Engineer","Today","3.6","927",,"2023-02-19T11:51:18.114Z","https://www.indeed.co.in/rc/clk?jk=e477c5555426499f&fccid=f46e2fd6ab3f5a72&vjs=3"
"Actics Technologies Pvt. Ltd.",,"Must have skills: Core java, J2EE, Struts 2.0, Hibernate, MVC, JSP
Must Have Experience:

 Min 5 years of strong experience in Java 1.7 and above
 Experience with Struts2 & Hibernate
 Experience with Socket Programming
 Experience with Multithreading
 Experience with web application environment like Eclipse, Tomcat, WebLogic

Nice to Have Experience:

 Experience with DevOps tools like Git, Maven
 Good experience of OOPS, algorithms, data structures, design patterns and industry best practices
 Working knowledge on components, modules, data/event bindings, templates, using and creating directives, writing routes, services, forms and models
 Solid understanding of the full frontend and backend development life cycle
 UI/UX designers having knowledge of advanced JavaScript, jQuery

Location - Pune
Contact - +91-XXXXXXXXXX
Salary: upto ₹1,200,000.00 per year
Job Type: Full-time
Pay: ₹700,000.00 - ₹1,200,000.00 per year
Schedule:

 Day shift

Ability to commute/relocate:

 Pune, Maharashtra: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 core java: 3 years (Required)
 J2EE: 2 years (Required)
 Java: 1 year (Preferred)

Speak with the employer+91 9860845303",,"8fa7deb8d2595822",,"Pune, Maharashtra","Lead Full Stack Developer","Today",,,"₹7,00,000 - ₹12,00,000 a year","2023-02-19T11:51:20.295Z","https://www.indeed.co.in/company/Actics-Technologies-Pvt.-Ltd./jobs/Lead-Full-Stack-Developer-8fa7deb8d2595822?fccid=ea646fb9be3df110&vjs=3"
"Fello",,"
 Reporting to our Director of Engineering, as a Full Stack Software Engineer, you will develop platforms, services, and tools to solve various challenges related to price optimization, inventory management, forecasting, workflow automation, customer-facing mobile application development, security, and access control. You will work with research, business, design, operations, and finance teams to understand requirements, build prototypes, invent new features and achieve scalable services for our customers. We are looking for engineers with a passion for learning and expertise in service-oriented architectures, distributed systems, machine learning, algorithms, databases, and front-end technologies.
  
  This is a remote role with the option to work anywhere. 
  You Will: 
 
  Collaborate on all phases of software development, including ideation, prototyping, design, and production. 
  Build products, tools, and services from scratch and evolve existing systems. 
  Apply your technical expertise to guide the team in making thoughtful and scalable design decisions. 
  Influence technology and architectural roadmap of the engineering teams. 
  Build and Iterate quickly and work with product, design, and QA teams to implement new features. 
  Contribute to our suite of automated test scripts. 
  Manage project priorities, deadlines, and deliverables. 
 
 You Have: 
 
  1 to 2 years of software application and systems development experience. 
  Strong Javascript knowledge (TypeScript preferred) 
  Worked on any popular front-end framework (Angular is nice to have). 
  Experience with Backend/API Development skills, preferably using Node JS. 
  Expertise with databases such as Postgres, MySQL, MongoDB. 
  Experience in CI/CD framework and other DevOps practices. 
 
 Our Benefits: 
 
  Great compensation package 
  Excellent health benefits 
  Flexible PTO
 
",,"f1214cda053b7897",,"Remote","Software Engineer - Full Stack","Today",,,,"2023-02-19T11:51:20.587Z","https://www.indeed.co.in/rc/clk?jk=f1214cda053b7897&fccid=d4053443b8a562eb&vjs=3"
"Amiscent Careers",,"(Job Location: Remote)
Salary: Best in Industry
Upto 18,00,000/- per annum
Experience : 5+ years
Experience Guidelines:
1. Working with Bank in Dubai. It’s a top 3 bank in the region
2. 4 to 5 years of experience.
3. 4+ Experience in IBM BPM, BAW - Business Automation Workflow is must
Job Types: Full-time, Contractual / Temporary
Salary: Up to ₹1,800,000.00 per year
Benefits:

 Paid sick time
 Paid time off

Schedule:

 Day shift

Application Question(s):

 Are you willing to work in C2H model

Education:

 Bachelor's (Preferred)

Experience:

 total work: 4 years (Required)
 IBM BPM development: 4 years (Required)
 BAW: 4 years (Required)

Work Location: Remote
Speak with the employer+91-XXXXXXXXXX",,"1982b990200d9b46",,"Remote","IBM BPM developer","Today",,,"Up to ₹18,00,000 a year","2023-02-19T11:51:20.881Z","https://www.indeed.co.in/company/Amiscent-Careers/jobs/IBM-Bpm-Developer-1982b990200d9b46?fccid=c7104ee067340428&vjs=3"
"Fervour Infosystem Pvt Ltd",,"HI THERE,
HIRING FOR SALESFORCE DEVELOPER
EXPERIENCE :- 6-8 YEARS
LOCATION :- REMOTE
NOTICE PERIOD :- IMMEDIATE JOINER / SERVING / 30 DAYS MAX
JOB REQUIRMENTS :-
MUST HAVE 6 YEARS EXPERIENCE [ TOTAL WORK ]
MUST HAVE HANDS ON PRACTICAL EXPERIENCE ON :- Conga/Apttus CLM, CPQ
MUST HAVE EXPERIENCE AS A SALESFORCE ADMIN
Job Types: Full-time, Regular / Permanent
Schedule:

 Day shift

Ability to commute/relocate:

 Remote: Reliably commute or planning to relocate before starting work (Preferred)

Experience:

 total work: 6 years (Preferred)
 Conga/Apttus CLM, CPQ and as a Salesforce Admin: 6 years (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"0251c099a7901158",,"Remote","Salesforce Developer","Today",,,,"2023-02-19T11:51:21.194Z","https://www.indeed.co.in/company/Fervour-Infosystem-Pvt-Ltd/jobs/Salesforce-Developer-0251c099a7901158?fccid=099b4832589a6724&vjs=3"
"Gazetinc Technology LLP",,"Should have minimum 1 years of experience in making database and APIs on either node js, or PHP
Scripting Language : Node Js or PHP
Database : MySql or Mongo DB
Job Types: Full-time, Regular / Permanent
Salary: ₹240,000.00 - ₹360,000.00 per year
Benefits:

 Flexible schedule
 Leave encashment
 Paid sick time
 Paid time off

Schedule:

 Day shift

Supplemental pay types:

 Yearly bonus

Ability to commute/relocate:

 Bengalore, Karnataka: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 Programming: 1 year (Preferred)
 total work: 1 year (Preferred)
",,"7336deb0ee699add",,"Bengaluru, Karnataka","Backend Developer","Today",,,"₹2,40,000 - ₹3,60,000 a year","2023-02-19T11:51:21.521Z","https://www.indeed.co.in/company/Gazetinc-Technology-LLP/jobs/Backend-Developer-7336deb0ee699add?fccid=e837d9f1d970011f&vjs=3"
"RNT MNAPOWER",,"The candidate has to develop a new website and also have to handle all the maintenance of that and also sometimes handle the digital marketing
Job Type: Full-time
Salary: ₹5,000.00 - ₹50,000.00 per month
Benefits:

 Cell phone reimbursement
 Internet reimbursement
 Work from home

Schedule:

 Day shift

Supplemental pay types:

 Commission pay
 Overtime pay
 Performance bonus

Ability to commute/relocate:

 Ghaziabad, Uttar Pradesh: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"951ffaf5980a6663",,"Ghaziabad, Uttar Pradesh","Web Developer","Today",,,,"2023-02-19T11:51:21.690Z","https://www.indeed.co.in/company/RNT-MNAPOWER/jobs/Web-Developer-951ffaf5980a6663?fccid=b72e6383d2306489&vjs=3"
"Sparsh Innovators Pvt. Ltd.","https://d2q79iu7y748jz.cloudfront.net/s/_logo/30d042edd904c1c24342525ddb4c41ea","Frontend / Backend / Full Stack Developer
HTML, CSS, JavaScript, PHP, Laravel, Vue.js
Job Type: Full-time
Salary: ₹10,000.00 - ₹25,000.00 per month
Benefits:

 Cell phone reimbursement
 Commuter assistance
 Health insurance
 Paid sick time
 Paid time off
 Provident Fund

Schedule:

 Day shift

Supplemental pay types:

 Performance bonus

Speak with the employer+91-XXXXXXXXXX",,"af85d15591291e41",,"Jamshedpur, Jharkhand","Software Developer","Today",,,"₹10,000 - ₹25,000 a month","2023-02-19T11:51:22.002Z","https://www.indeed.co.in/company/Sparsh-Innovators-Pvt.-Ltd./jobs/Software-Developer-af85d15591291e41?fccid=458060c4faf893c2&vjs=3"
"Bhramm Technologies Pvt Ltd",,"What we are seeking:
We are seeking an experienced JavaScript Game Developer to join our team and work on developing high-quality, engaging games. The successful candidate will work closely with our game design and art teams to develop games that are visually stunning and fun to play. This role requires strong skills in both programming and game development, with a focus on using JavaScript to create interactive and engaging games for the web.
Key Responsibilities:

 Develop games using JavaScript and other web technologies, ensuring that they are optimized for performance and stability.
 Collaborate with game designers and artists to translate their creative vision into game mechanics and features.
 Write and maintain clean, efficient, and reusable code that meets project requirements and adheres to best practices.
 Create and implement game mechanics, including physics, AI, animations, and user interfaces.
 Work with cross-functional teams to troubleshoot and resolve technical issues as they arise.
 Keep up-to-date with the latest industry trends and technologies to continuously improve game development processes and practices.
 Contribute to the overall development and growth of the company by suggesting new ideas, tools, and techniques to improve game development.

Qualifications:

 Bachelor's degree in Computer Science, Game Development, or related field.
 2-3 years of experience in JavaScript game development, including experience with game engines.
 Strong understanding of game development principles, including game mechanics, physics, and artificial intelligence.
 Experience with HTML5 and CSS3.
 Knowledge of WebGL and Canvas.
 Excellent problem-solving and debugging skills.
 Strong verbal and written communication skills.
 Ability to work collaboratively in a team environment.

Preferred Qualifications:

 Experience with server-side development and databases.
 Experience with multiplayer games and networking.
 Experience with React or other JavaScript frameworks.
 A strong portfolio of games developed in JavaScript.

If you are a highly motivated JavaScript Game Developer with a passion for creating engaging games, we encourage you to apply. We offer a competitive salary and a dynamic work environment where you can make a significant impact on the gaming industry.
Job Type: Full-time
Salary: ₹30,000.00 - ₹90,000.00 per month
Schedule:

 Day shift

Experience:

 Total work: 1 year (Preferred)
",,"d0fc86cce47bfb7e",,"Remote","Java Script Game Developer","Today",,,"₹30,000 - ₹90,000 a month","2023-02-19T11:51:22.478Z","https://www.indeed.co.in/company/Bhramm-Technologies-Pvt-Ltd/jobs/Java-Script-Game-Developer-d0fc86cce47bfb7e?fccid=642e044fef76983b&vjs=3"
"Digistat Solutions",,"Responsibilities:

 Work collaboratively in architecture/developing/maintaining solutions Design, efficient, testable, reusable, reliable, and clean code using best software development practices.
 Contribute towards the entire development life cycle of analysis, design, implementation and test.
 Integration of user-facing elements with server-side logic.
 Automation, including writing unit and integration tests.
 Maintain high standards of quality for code technical documentation, and deliverable.
 Detect, report, investigate, and fix product defects.
 Stay abreast of emerging technologies/industry trends.
 Ability to learn a lot quickly.
 Be active in the community by participating in meetups and conferences.
 Participate in brainstorming and idea generation activities.

Requirements:

 1-2 Years of experience in Full Stack Technologies- MongoDB, Express, React, Node JS,
 Knowledge of web framework.
 Able to create database schemes that represent and support business processes

Job Type: Full-time
Salary: ₹250,000.00 - ₹800,000.00 per year
Benefits:

 Life insurance
 Paid sick time
 Provident Fund
 Work from home

Schedule:

 Day shift
 Flexible shift

Experience:

 React: 1 year (Preferred)
",,"97e02ad794f76974",,"Chennai, Tamil Nadu","MERN Stack Developer","Today",,,"₹2,50,000 - ₹8,00,000 a year","2023-02-19T11:51:22.628Z","https://www.indeed.co.in/company/Digistat-Solutions/jobs/Mern-Stack-Developer-97e02ad794f76974?fccid=bccf2d0102b931eb&vjs=3"
"Vodafone","https://d2q79iu7y748jz.cloudfront.net/s/_logo/fd970f12cea12ebe2d5655a8c4fdd8e2","
 
  
   About _VOIS India
  
  
  
    In 2009, _VOIS started operating in India and now has established global delivery centres in Pune, Bangalore and Ahmedabad. With more than 14,500 employees, _VOIS India supports global markets and group functions of Vodafone, and delivers best-in-class customer experience through multi-functional services in the areas of Information Technology, Networks, Business Intelligence and Analytics, Digital Business Solutions (Robotics & AI), Commercial Operations (Consumer & Business), Intelligent Operations, Finance Operations, Supply Chain Operations and HR Operations and more.
  
 
 
  
    Description
  
  
    As an IT Data Platform Development Engineer, you will work with an expert team to design solutions for the complex Data transformation designs based on various cloud & open source technologies. You will have the opportunity to be part of a proven-successful product development team, and to influence development environment, architecture, verification, and everything in-between. You will be working with the development team, to turn technology into products with outstanding user experience. You will also work with Application engineering and customers directly to engineer VCI products into various local markets. Success in this position will be measured by customer satisfaction and by the number of successful transformation projects using VCI Data transformation products that you have influenced (JOB ID - 210250) #_VOIS
  
 
 
  
    Job Responsibility
  
  
  
   
     Manage project driven integration and day-to-day administration of cloud solutions 
    Develop prototypes, designing and building modules and solutions for Cloud Platforms in an iterative agile cycles, develop, maintain, and optimize the business outcome
     Conduct peer reviews and maintain coding standards
     Driving Cloud solution automation and integration activity for Cloud Providers like AWS, GCP, Azure etc. and Tenant (Project) workloads.
     Build and deploy AWS, GCP and Azure cloud infrastructure by using cloud formation and terraform scripts. Use Ansible & Python to perform routines tasks like user management and security hardening, etc. 
    Providing professional technical consultancy to migrate and transform existing on-premises applications to Public cloud and support to all Cloud-related programmes and existing environments 
    Design and deploy direct connect or express route network between AWS/GCP/Azure and datacentre.
     Train and develop AWS/GCP/Azure expertise within the organization.
     Proven troubleshooting skills to resolve issues related with cloud network, storage and performance management. 
    Support the establishment of DevOps culture and methodologies within the Vodafone Cloud Infrastructure organization
   
  
 
 
  
    Skills
  
  
  
   
     Python, R, Java , DataProc, DataFlow , Data Fusion and Bigquery
     Profound Cloud Technology, Network, Security and Platform Expertise (GCP, AWS, Azure)
     Expertise in AWS cloud services like VPC, EC2, ECS, S3, EBS, Glacier, ELB, Elastic IPs, etc.
     Working experience with AWS service Lambda.
     Expertise in automation and workflow like Cloud formation templates, Ansible scripts and Python scripts. 
    DevOps Tools: AWS Codepipeline, HashiCorp Stack (Packer, Terraform etc.), Docker, Kubernetes 
    Minimum 5 years’ experience with Data Analytics.
     Experience in working with/on data warehouses, including data architecture, ETL ools/workflows, and code review.
     Experience with at least one data visualization business intelligence tool (e.g. Looker, Tableau, PLX, DasNav, Data Studio, etc.).
     Work experience in AWS organisation and multi-tenant accounts setup.
     Work experience with Google cloud (GCP). - Gsuite Identity, domain management, Gsuite LDAPS setup, Project creation, folder structure management, server less cloud functions, audit and logging. 
    Integrating apps with Azure AD and configuring single sign-on with SaaS applications, delegating access by adding users and groups to applications or revoking access to SaaS applications and enforcing 2nd Factor Authentication 
    Expertise in multiple programming and markup languages, such as HTML, CSS, JavaScript, Java, Ruby, SQL, XML, JSON, YAML, and Python
     Expertise in Azure cloud network management (virtual network, LB’s, app gateways, NSGs and storage blobs CDN, shared access signatures with access and planning retention policies and logging.
     Configuring point-in-time recovery for Azure SQL Databases, data import and export for corresponding application development teams and creating backup vaults 
    Good documentation and communication skills.
     Degree in IT (any), 3 years of experience in cloud computing or 5 years in enterprise IT
   
  
 
 
  
    Not a perfect fit?
  
  
    Worried that you don’t meet all the desired criteria exactly? At Vodafone we are passionate about Inclusion for All and creating a workplace where everyone can thrive, whatever their personal or professional background. If you’re excited about this role but your experience doesn’t align exactly with every part of the job description, we encourage you to apply as you may be the right candidate for this role or another role, and our recruitment team can help you see how your skills fit in.
  
 
","https://in.indeed.com/applystart?jk=9ce8cca943402a6b&from=vj&pos=bottom&mvj=0&spon=0&sjdu=BQ1fOKU6SMjz57AxXCzG64DDplm6SwWjHcxyoDIphKlyACnO4AwO8JPlB3xYOfg2kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=baac316da0ffacd8&assa=2720","9ce8cca943402a6b",,"India","Assistant Manager_Cloud Developer_AWS Primary Public Cloud , Terraform _Pune","Today","3.9","6620",,"2023-02-19T11:51:22.990Z","https://www.indeed.co.in/rc/clk?jk=9ce8cca943402a6b&fccid=374d720d3973ca1c&vjs=3"
