"company","companyLogo","description","externalApplyLink","id","jobType","location","positionName","postedAt","rating","reviewsCount","salary","scrapedAt","url"
"Yuva Trip Pvt. Ltd",,"
 Employee Life Cycle Management Contributing as HRBP in managing events related to the entire employee life cycle starting from onboarding till exit.
 Employee Engagement - Planning and organizing national events and festivals, and fixed monthly events as All Hands. Coordinating with internals teams and ensuring maximum participation in the events. Bring in innovative, best in the industry engagement practices with maximum ROI. Driving employee wellness initiatives.
 Employee Communication- Driving initiatives to ensure effective employee communication including but not limited to policies, new initiatives, appreciations, feedbacks and rewards.
 Employee Relations – Connecting directly with employees through connections, skip level meetings and exit interviews. Being the strategic consultant to business and stakeholders concerning any people related issues.
 HR Operations- Managing and contributing in managing HR related operational transactions.
 Performance Management- Drive the performance management initiative at IVP, working closely with business leaders and being a change agent for the organisation. Manage the performance cycles from planning till execution.
 Automation: Driving automation initiatives to streamline processes and improve efficiencies.
 HR Analytics– Driving monthly, quarterly and annual reporting and analytics.Roles and Responsibilities
 Develop and execute recruiting plans
 Network through industry contacts, association memberships, trade groups, social media, and employees
 Develop and track goals for the recruiting and hiring process
 Coordinate and implement college recruiting initiatives
 Handle administrative duties and record keeping
 Collect data on cost per hire and time-to-hire
 Screen applicants to evaluate if they meet the position requirements
 Work with hiring managers to create job descriptions
 Conduct regular follow-up with managers to determine the effectiveness of recruiting plans and implementation
 Develop a pool of qualified candidates in advance of need
 Research and recommend new sources for active and passive candidate recruiting

Job Types: Full-time, Regular / Permanent, Fresher
Salary: ₹15,000.00 - ₹46,000.00 per month
Benefits:

 Cell phone reimbursement
 Commuter assistance
 Health insurance
 Internet reimbursement
 Leave encashment
 Paid sick time
 Provident Fund

Schedule:

 Day shift
 Evening shift
 Morning shift
 Night shift
 Rotational shift

Supplemental pay types:

 Joining bonus
 Overtime pay
 Performance bonus
 Quarterly bonus
 Yearly bonus

Speak with the employer+91-XXXXXXXXXX",,"d5a902be0c9011ea",,"Delhi, Delhi","Sr. HR Manager","1 day ago",,,"₹15,000 - ₹46,000 a month","2023-02-19T12:29:30.664Z","https://www.indeed.co.in/company/Yuva-Group/jobs/Senior-Human-Resource-Manager-d5a902be0c9011ea?fccid=8751aa21e41bea38&vjs=3"
"Education",,"5 to 10 years exprience in HR profileResponsible for End to End Recruitment and Selection process
Induction and On boarding of New Employees
Knowledge of
performance management, increment cycle, and incentive rollout
Payroll, Compliance, Attendance, Leave
Job Type: Full-time
Salary: ₹300,000.00 - ₹600,000.00 per year
Schedule:

 Fixed shift

Ability to commute/relocate:

 Jaipur, Jaipur - 302004, Rajasthan: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 Payroll: 1 year (Preferred)
 HR: 1 year (Preferred)
 total work: 1 year (Preferred)

License/Certification:

 Professional in Human Resources® (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"544eb0d6034616aa",,"Jaipur, Rajasthan","HR Manager","1 day ago",,,"₹3,00,000 - ₹6,00,000 a year","2023-02-19T12:29:31.346Z","https://www.indeed.co.in/company/propeller-&-navigator/jobs/Human-Resource-Manager-544eb0d6034616aa?fccid=6f61c033a7223281&vjs=3"
"Quadeye","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/67455050a4a5f4bf9bd8ce5edb25a662","
 Quadeye is a leading algorithmic trading firm with its presence across all global exchanges. Our engineers translate their understanding of financial markets into automated trading strategies across multiple asset classes & instruments using advanced mathematical techniques. We are talented entrepreneurial individuals with a knack of numbers and genius coders who love to design resilient and robust trading systems. 
  Quadeye is a place of deep curiosity, high expectations, no-hierarchy and constant collaboration with some of the smartest engineers who are empowered to innovate with the help of best resources, mentors and technology. 
  Your responsibilities will include: 
  
  Assist in onboarding program to provide excellent new hire experience 
  Act as the first point of contact for employees guiding them about processes and policies 
  Handle complete recruitment process including but not limited to sourcing, headhunting, screening, interviewing, offer generation of the candidates by utilizing our database and other tools to maximize the output 
  Partner with stakeholders, hiring partners to build strong candidate pipeline 
  Partner with universities to organise campus hiring program by acting primary contact to conduct internship and placement interviews 
  Create and maintain data all kinds of data to improve efficiency 
  Engage in adhoc operations, HR projects and suggest ideas for process improvement 
  Assist in planning cultural events and be comfortable to handle duties as assigned 
  
 Ideal candidate should have: 
  
  Management degree in Human Resource along with relevant experience 
  Experience with recruiting tools would be a plus 
  Experience with HRIS systems 
  Excellent written and verbal communication with strong documentation skills 
  Knack for detail orientation who can thrive in collaborative environment 
  Experience in campus recruiting events preferred 
  Ability to build strong work partnerships with stakeholders 
  
 Benefits: 
  
  Competitive compensation 
  All Meals 
  Group health insurance and term insurance 
  Annual offsite at international locations 
  Sports & Social Events 
  5 weeks of paid vacation
 
",,"8873bcb0207b463f",,"Gurgaon, Haryana","HR Associate","1 day ago",,,,"2023-02-19T12:29:31.433Z","https://www.indeed.co.in/rc/clk?jk=8873bcb0207b463f&fccid=387e5d4bf8dd6da7&vjs=3"
"thehrstrategists",,"We are looking for a reliable and experienced HR Executive.
Tasks would include:
Recruitment
Leave & Attendance
Payroll
Statutory Compliance
Administration
Location: Panjim/ Margao/Verna
Job Types: Full-time, Regular / Permanent
Salary: ₹10,000.00 - ₹15,000.00 per month
Schedule:

 Day shift
 Evening shift

Ability to commute/relocate:

 South Goa, Goa: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 HR: 1 year (Preferred)
",,"8d101799f4ac5fc5",,"Goa, Goa","HR Executive","1 day ago",,,"₹10,000 - ₹15,000 a month","2023-02-19T12:29:32.053Z","https://www.indeed.co.in/company/thehrstrategists/jobs/Human-Resource-Executive-8d101799f4ac5fc5?fccid=b21683d43fafda0d&vjs=3"
"Star Estate",,"
 Crafting emails for attracting passive candidates
 Sourcing potential candidates using various online platforms (e.g. professional forums like Naukri.com, LinkedIn etc)
 Screening incoming resumes as well as application forms
 Interviewing candidates via various mediums (e.g. in-person, phone, video)
 Preparing and distributing assignments as well as language, logical reasoning, and numerical tests
 Advertising jobs on careers pages, job boards, and social media • Sending job offer and recruiting emails

Job Types: Full-time, Regular / Permanent
Salary: ₹30,000.00 - ₹40,000.00 per month
Benefits:

 Cell phone reimbursement
 Flexible schedule
 Internet reimbursement

Schedule:

 Day shift

Supplemental pay types:

 Commission pay
 Performance bonus

Ability to commute/relocate:

 Noida, Uttar Pradesh: Reliably commute or planning to relocate before starting work (Required)

Experience:

 total work: 1 year (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"ebb7e699c2774287",,"Noida, Uttar Pradesh","Sr. HR Executive","1 day ago",,,"₹30,000 - ₹40,000 a month","2023-02-19T12:29:32.209Z","https://www.indeed.co.in/company/Star-Estate/jobs/Senior-Human-Resource-Executive-ebb7e699c2774287?fccid=d4bc11974c13db44&vjs=3"
"Nishangi Global School",,"Recruitment and Selection of candidates for our 4 business entities (Education, Fitness and Financial Services).
Good Communication Skills
Setting up complete HR Systems in our corporate office.
It's good to have hands on experience in Payroll management, training and Compliance.
Budget is based on his/her previous pay package and experience.
MBA graduate from any reputed college or University major electives HR and Finance.
Work Location : Hyderabad, Hitech city and No Work from home policy.
Timings : 9.30 am to 6.30 pm
Weekly Off: Sunday's, Second Saturday and Fourth Saturday. ( 24 working days)
Job Type: Full-time
Salary: ₹35,000.00 - ₹40,000.00 per month
Benefits:

 Flexible schedule

Schedule:

 Day shift

Ability to commute/relocate:

 Hyderabad - 500081, Telangana: Reliably commute or planning to relocate before starting work (Required)

Education:

 Master's (Preferred)

Experience:

 Payroll: 3 years (Preferred)
 HR: 5 years (Preferred)
 total work: 5 years (Preferred)

License/Certification:

 Professional in Human Resources® (Preferred)

*Speak with the employer* +91-XXXXXXXXXX
Job Type: Full-time
Salary: ₹35,000.00 - ₹40,000.00 per month
Benefits:

 Flexible schedule
 Health insurance
 Provident Fund

Schedule:

 Day shift

Ability to commute/relocate:

 Hyderabad, Telangana: Reliably commute or planning to relocate before starting work (Required)

Education:

 Master's (Preferred)

Experience:

 Payroll: 3 years (Preferred)
 HR: 3 years (Preferred)
 total work: 5 years (Preferred)

License/Certification:

 Professional in Human Resources® (Preferred)

*Speak with the employer* +91-XXXXXXXXXX
Job Type: Full-time
Salary: ₹35,000.00 - ₹40,000.00 per month
Schedule:

 Day shift

Ability to commute/relocate:

 Hyderabad, Telangana: Reliably commute or planning to relocate before starting work (Required)

Education:

 Master's (Preferred)

Experience:

 Payroll: 3 years (Preferred)
 HR: 3 years (Preferred)
 total work: 5 years (Preferred)

License/Certification:

 Professional in Human Resources® (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"f8946f3133955307",,"Hyderabad, Telangana","HR Manager","1 day ago",,,"₹35,000 - ₹40,000 a month","2023-02-19T12:29:35.247Z","https://www.indeed.co.in/company/Nishangi-Global-School/jobs/Human-Resource-Manager-f8946f3133955307?fccid=8acd6f263d46dcf1&vjs=3"
"Digisat skill India pvt Ltd",,"Recruitment, Managing Files, Scheduled Interview.
Job Type: Full-time
Salary: ₹17,086.00 - ₹20,610.08 per month
Schedule:

 Day shift
 Fixed shift

Ability to commute/relocate:

 Pune, Maharashtra: Reliably commute or planning to relocate before starting work (Required)

Experience:

 total work (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"b860b18547dc305d",,"Pune, Maharashtra","HR Assistant","1 day ago",,,"₹17,086 - ₹20,610 a month","2023-02-19T12:29:36.361Z","https://www.indeed.co.in/company/Digisat-skill-india-pvt-ltd/jobs/Human-Resource-Assistant-b860b18547dc305d?fccid=5bdea50386796306&vjs=3"
"LAKSHYA CA CAMPUS",,"*

 Sourcing for candidates for specific job positions


 Reviewing resumes and applications


 Conducting the first round of telephonic interview for the candidates


 Should be well-versed in non-IT requirements


 Design and implement overall recruiting strategy
 Develop and update job descriptions and job specifications
 Perform job and task analysis to document job requirements and objectives
 Prepare recruitment materials and post jobs to appropriate job board/newspapers/ Engineering colleges etc
 Source and recruit candidates by using databases, social media etc
 Screen candidates resumes and job applications
 Conduct interviews using various reliable recruiting and selection tools/methods to filter candidates within schedule
 Assess applicants’ relevant knowledge, skills, soft skills, experience and aptitudes
 Onboard new employees in order to become fully integrated
 Monitor and apply HR recruiting best practices
 Provide analytical and well documented recruiting reports to the rest of the team
 Act as a point of contact and build influential candidate relationships during the selection process
 Promote company’s reputation as “best place to work”

Job Type: Full-time
Salary: ₹15,000.00 - ₹22,000.00 per month
Schedule:

 Morning shift

Speak with the employer+91-XXXXXXXXXX",,"9c919058eb858ddb",,"Kochi, Kerala","HR Executive","1 day ago",,,"₹15,000 - ₹22,000 a month","2023-02-19T12:29:36.438Z","https://www.indeed.co.in/company/Leading-Educational-Institute/jobs/Human-Resource-Executive-9c919058eb858ddb?fccid=6cc5d7d643f909e2&vjs=3"
"Fusion Heathcare Pvt. Ltd.",,"We are looking for a Senior HR Executive to join and work in our Human Resources department.Overall responsibilities include recruiting, designing company policies, setting objectives for the HR team. You will also help shape our employer brand strategy. To be successful in this role, you should be familiar with HR technology, including payroll systems and Applicant Tracking Systems.
Responsibilities

 Primary objective will be Hiring senior employees in the organization.
 Set objectives for the HR team and track progress
 Design and implement company policies that promote a healthy work environment
 Develop compensation and benefits plans
 Support and suggest improvements to the entire recruitment process
 Host in-house recruitment events
 Discuss employees career development paths with managers
 Monitor HR metrics (e.g. turnover rates and cost-per-hire)
 Review departmental budgets
 Organize learning and development programs
 Ensure HR staff addresses employees requests and grievances in a timely manner
 Maintain HR procedures that comply with labour regulations

Requirements

 Proven work experience as a HR or similar role
 Hands-on experience with Human Resources Management Software (including payroll systems)
 Solid understanding of labour legislation
 Excellent communication abilities
 Leadership skills
 Ability to foster healthy employee relations
 Organize employee events
 MBA in HR would be preferred

Job Type: Full-time
Salary: ₹20,000.00 - ₹30,000.00 per month
Benefits:

 Health insurance
 Provident Fund

Schedule:

 Day shift

Ability to commute/relocate:

 Hyderabad, Telangana: Reliably commute or planning to relocate before starting work (Required)

Experience:

 total work: 3 years (Preferred)

Speak with the employer+91-XXXXXXXXXXExpected Start Date: 01/03/2023",,"031691687c13176e",,"Hyderabad, Telangana","Sr. Executive - HR","1 day ago",,,"₹20,000 - ₹30,000 a month","2023-02-19T12:29:36.928Z","https://www.indeed.co.in/company/Fusion-Health-Care/jobs/Senior-Executive-031691687c13176e?fccid=eb252d19cbde8603&vjs=3"
"Aryaa International",,"We have an opening for Human Resource Manager for Turbhe location - for fruit import export Company , 

 Experience should be minimum 5 Yrs To Maximum 8 Yrs 
 Academic Background should be Law, Organizational Psychology, HR Engineering or similar career

Job Types: Full-time, Regular / Permanent
Salary: From ₹400,000.00 per year
Benefits:

 Health insurance
 Provident Fund

Schedule:

 Day shift

Ability to commute/relocate:

 Turbhe, Mumbai, Maharashtra: Reliably commute or planning to relocate before starting work (Required)

Speak with the employer+91-XXXXXXXXXX",,"11177c26868db803",,"Turbhe, Mumbai, Maharashtra","Human Resources Manager","1 day ago",,,"From ₹4,00,000 a year","2023-02-19T12:29:37.347Z","https://www.indeed.co.in/company/Aryaa-International/jobs/Human-Resource-Manager-11177c26868db803?fccid=5746915d317889ec&vjs=3"
"Easyjobs Recruitment","https://d2q79iu7y748jz.cloudfront.net/s/_logo/a23c09fea053b8e98271c0a55543945c","Looking for an HR Manager (Male candidates)
The Human Resource Manager will lead and direct the routine functions of the Human Resources (HR) department including hiring and interviewing staff, administering pay, benefits, and leave, and enforcing company policies and practices.
Job Type: Full-time
Salary: ₹20,000.00 - ₹50,000.00 per month
Schedule:

 Day shift

Speak with the employer+91-XXXXXXXXXX",,"33a296a0424e0116",,"Calicut, Kerala","HR Manager","1 day ago",,,"₹20,000 - ₹50,000 a month","2023-02-19T12:29:37.801Z","https://www.indeed.co.in/company/Easyjobs-Recruitment/jobs/Human-Resource-Manager-33a296a0424e0116?fccid=f281eb7e1e211f76&vjs=3"
"Miracle Services",,"Develop and implement HR strategies and initiatives aligned with the overall business strategy
Bridge management and employee relations by addressing demands, grievances or other issues
Manage the recruitment and selection process
Support current and future business needs through the development,
engagement, motivation and preservation of human capital
JOB POSITION : HR MANAGER.
EXPERIENCE: MIN: 5 YEAR.
SALARY: 35K
LOCATION: CHANDIGARH; BARWALA.
CONTACT NO: +91-XXXXXXXXXX
Job Types: Full-time, Regular / Permanent
Salary: ₹22,000.00 - ₹35,000.00 per month
Benefits:

 Cell phone reimbursement
 Internet reimbursement

Schedule:

 Day shift
 Morning shift

Supplemental pay types:

 Performance bonus

Ability to commute/relocate:

 Chandigarh, Chandigarh: Reliably commute or planning to relocate before starting work (Required)

Education:

 Master's (Preferred)

Experience:

 Payroll (Preferred)
 HR (Preferred)
 total work (Preferred)

License/Certification:

 Professional in Human Resources® (Preferred)
",,"b4bf2575ff6f90d4",,"Chandigarh, Chandigarh","HR Manager","1 day ago",,,"₹22,000 - ₹35,000 a month","2023-02-19T12:29:38.153Z","https://www.indeed.co.in/company/Miracle-Services/jobs/Human-Resource-Manager-b4bf2575ff6f90d4?fccid=e0e4587e0cfc7dcf&vjs=3"
"ADVITAS ORGANISATION",,"COMPANY PROFILE:
""ADVITAS ORGANISATION"" is an associate of a LONDON based MNC with its headquarters in Central part of London UK. We have operations in 30 countries with over 1200+ offices globally doing client servicing to various FORTUNE 500 listed companies in different sectors i.e. finance, insurance, telecom, entertainment, healthcare, sports & food industry. We provide client representation, customer acquisition, advertisement and business promotion services to major Fortune like ICICI BANK, AU BANK, INDUSIND BANK, TATA GROUP, FUTURE GROUP. Currently we are working in the Banking sector with our association with ICICI, AU & INDUSIND Bank. We are in search of candidates who are ready to take the challenge of the corporate world and are ready to mold themselves to become the topmost global leaders in the corporate world.
JOB DESCRIPTION:
Job Profile : It includes all the Following 5 Levels.
LEVEL 1:- Business Associate / Management Trainee (Marketing / Sales / Promotions)
To understand, learn and implement new ideas and sales techniques to increase production of the organization with B2B & B2C marketing.
LEVEL 2:- HR Trainer (Human Resource Recruitment/ T & D)
To understand, learn and implement new ideas to increase the manpower and training the same.
LEVEL 3:- Team Leader (Team, Territory Management/ Conflict Management)
To build rapport and maintain relationship with clients, workforce and behavioral development.
LEVEL 4:- Asst. Business Manager (Administration/ Operation/ Finance Management)
To understand, learn & implement new ideas on Administration & Finance.
LEVEL 5:- Corporate Business Manager (Client Management/ Business Management/ Business Development)
To understand, learn and implement new ideas on financial structure, Business Development & Business expansion.
Earning potential: 25 k - 55 k/month
Who are we looking out for?
- Young & dynamic Candidates between 20- 28 yrs of age.
- Good communication & influential skills pleasant.
- IMMEDIATE STARTERS ONLY.
Documentation for Interview:
1. A passport size photograph.
2. A photocopy of your updated resume.
Interview date & time: 11th of January 2020
11:30am to 1:30pm
Interview Venue:
ADVITAS ORGANIZATION,
3rd Floor, MSJ House, South Tukoganj,
Opp. Trade Centre,
Indore-452001
FOR APPOINTMENT CONTACT:-
HR Puja : +91-XXXXXXXXXX
Job Types: Full-time, Regular / Permanent, Fresher
Salary: ₹15,000.00 - ₹25,000.00 per month
Schedule:

 Day shift
",,"325136418e993f7a",,"Indore, Madhya Pradesh","Business Associate","1 day ago",,,"₹15,000 - ₹25,000 a month","2023-02-19T12:29:38.238Z","https://www.indeed.co.in/company/ADVITAS-ORGANISATION/jobs/Business-Associate-325136418e993f7a?fccid=6a474759db43492a&vjs=3"
"Philips Engineering Services (at NTPC-Jhabua Power Plant)",,"Company: Philips Engineering Services (CHP O&M Contractor at NTPC Jhabua Power Plant)
Head - Human Resource
No of Position: 1
Language Preference: Hindi
Location: Ghansore, Madhya Pradesh
Work Experience: 3 to 5 years+
PRINCIPAL FUNCTIONS:
a) Responsibility for leading the the HR team in efficient and effective manner at site for the day to day HR activities at the plant.
b) Responsible for maintaining Industrial peace and harmony with coordinal relations with the employee, employer (client) and the state authorities.
c) Responsible for HR activities such as manpower planning, maintaining of HR system, reports, Training and Development, Joining, on boarding, exit formalities etc.
d) Responsible for employee engagement activities such as celebrating achievement, birthday, team get together etc. bring new thought and ideas
e) Responsible for ensuring discipline in Plant by carrying of disciplinary procedures, attending conciliation cases, resolving employee grievance etc.
f) Responsible for welfare activities of the employees such as canteen, liveries distribution etc.
g) Responsible for lesioning with Government Authorities and bodies and ensure 100% compliances with the site requirement as per various labour laws such as minimum wages, industrial disputes act, factories act, workmen compensation act, bonus act, contract labour act etc.
SPECIAL SKILLS:
a) Must have strong leadership, negotiation skills, good communication skills and presentation skills.
b) Must have experience of working in a manufacturing setup handling not less than 200 employees.
c) Must be committed to deliver the best of service possible in a timely manner.
Salary: Rs. 25,000 per month and negotiable based on candidate profile
Joining: Immediate
Please apply on: https://docs.google.com/forms/d/e/1FAIpQLScuLg-OB3dcLoV-OVk9hKYdHM4V6Yzz3NRfVPPf89qFnE3dcA/viewform?usp=sf_link
Job Type: Full-time
Salary: From ₹25,000.00 per month
Benefits:

 Health insurance

Schedule:

 Day shift

Supplemental pay types:

 Performance bonus

Ability to commute/relocate:

 Thiruvananthapuram - 695015, Kerala: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 AutoCAD: 1 year (Preferred)
 total work: 1 year (Preferred)
 Mechanical engineering: 1 year (Preferred)
 Design: 1 year (Preferred)
",,"fb19a4e0c3f76cde",,"Ghansor, Madhya Pradesh","Head - Human Resources (HR)","1 day ago",,,"From ₹25,000 a month","2023-02-19T12:29:38.738Z","https://www.indeed.co.in/company/Philips-Engineering-Services-(at-NTPC--Jhabua-Power-Plant)/jobs/Head-fb19a4e0c3f76cde?fccid=dd616958bd9ddc12&vjs=3"
"Griffon Consultancy",,"Women's are Preferred
We are looking for a deadline-focused Recruiter to be responsible for the sourcing, screening, and hiring of technical specialists to fill IT positions. The technical recruiter's responsibilities include all aspects of hiring, from meeting with hiring managers to writing job descriptions to offer job positions to the most suitable candidates. You should be focused, hard-working, and able to meet deadlines to the satisfaction of all parties involved.
To be a successful technical recruiter, you should have a good working knowledge of technology, technical roles, and technical skills, as well as knowledge of the recruitment process.
Recruiter Responsibilities:

 Communicating with hiring managers to identify future job openings and the technical requirements for those jobs.
 Writing job descriptions and posting to relevant media platforms.
 Screening applicants for competency with the job requirements.
 Arranging telephone, video, or in-person interviews.
 Performing background and reference checks.
 Presenting the resumes of the most suitable candidates to the hiring manager.
 Offering job positions and completing the relevant paperwork.
 Keeping track of all applicants as well as keeping applicants informed on the application process. Forecasting recruitment budgets.

Technical Recruiter Requirements:

 A bachelor's degree.
 Good Communication Skills
 Experience in recruitment processes and platforms.
 Good interpersonal and decision-making skills

Job Type: Full-time
Salary: ₹8,000.00 - ₹10,000.00 per month
Benefits:

 Work from home

Schedule:

 Day shift
 Flexible shift
 Morning shift

Application Question(s):

 What is your salary Expectation?

Experience:

 HR: 1 year (Preferred)
 total work: 1 year (Preferred)

Language:

 English (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"4baf823b54f8d7c8",,"Delhi, Delhi","Human Resource Executive","1 day ago",,,"₹8,000 - ₹10,000 a month","2023-02-19T12:29:39.064Z","https://www.indeed.co.in/company/Griffon-Consultancy/jobs/Human-Resource-Executive-4baf823b54f8d7c8?fccid=8bd498224f0a38b7&vjs=3"
"HMR Technologies",,"We are seeking an experienced HR Executive to join our software business on a freelance/contract OR full-time basis. The ideal candidate will be responsible for managing all HR-related tasks, including recruiting, onboarding, training, and employee relations.
Job Types: Full-time, Contractual / Temporary, Freelance
Salary: ₹15,000.00 - ₹30,000.00 per month
Schedule:

 Monday to Friday

Supplemental pay types:

 Overtime pay
 Performance bonus
 Yearly bonus

Experience:

 total work: 1 year (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"2c64454ab45c544f",,"Surat, Gujarat","HR Executive","1 day ago",,,"₹15,000 - ₹30,000 a month","2023-02-19T12:29:39.308Z","https://www.indeed.co.in/company/HMR-Technologies/jobs/Human-Resource-Executive-2c64454ab45c544f?fccid=bb2e05ed984fdbd5&vjs=3"
"Trueline Media",,"Job Description
Roles & Responsibilities:

 Developing Strategies, Formulating and implementing various HR policies and procedures.
 Recruitment, Selection, Induction & Retention of employees.
 Training needs analysis and assessment. Organizing training and development programs for all levels.
 Skill Gap Analysis, Competency Mapping, Performance Mgmt., KPA/KRA, Compensation strategies, OD Intervention strategies.
 Performance appraisal process across various levels & linking it to reward management.
 Maintaining MIS reports leading to Human resource planning & comprehensive database for future planning.
 Managing Recruitments using search engines through Portals, Employee References, Consultants and Advertisements.
 Planning & Scheduling Induction, Training Programs for new joiners as well as the existing employees.
 Performance Appraisals.
 Maintaining & compiling monthly attendance reports.
 Nurture a positive working environment
 Support current and future business needs through the development, engagement, motivation and preservation of human capital.

Required Skill set, Qualification and other Parameters:

 Experience 2-6 years.


 Proven working experience in Human Resource as an HR Generalist.
 Excellent communication skills.
 Positive attitude, detail oriented with multitasking and organizational ability.
 Fluency in English.
 Bachelor’s/Masters in Human Resource.

Qualification:
Bachelor’s Degree or Equivalent Diploma or Experience in relevant field.
Company Name: Trueline Media
Corporate Video Production & MarketingVideo Marketing Trends

 Video is a highly effective form of content and its popularity has gone hand-in-hand with the rise of social media.
 By 2021, internet video traffic will account for 88% of all consumer Internet traffic.
 75 Million people in the U.S. watch online videos every day.
 Viewers retain 95% of the message when it is a video and only 10% when it is text.
 Social videos generate 1200% more shares than text and images combined.
 Videos drive 157% increase in organic traffic from SERP.
 Embedded videos in website can increase traffic by up to 55%

About Trueline Media
Trueline Media is a fast-growing video production and marketing company based in Mohali Quark City. We specialize in B2B videos like corporate films, case studies, success stories, infographics videos and other formats for industries like manufacturing, IT, healthcare and retail. We work with well renowned brands JW Marriott, Holiday Inn, John Deere, SKF, Stylam, JSW, Vardman and many more.
For more info visit our website www.truelinemedia.com
Our YouTube Channel – www.youtube.com/truelinemedia
Contact: -+91-XXXXXXXXXXAddress: Trueline Media, A-45, Industrial Area, Phase-8b,
Quark City (The Atrium), Mohali
Thanks & RegardsAmita GagnejaDirector HRTruelinemedia''COVID-19 Precaution(s):

 Remote interview process
 Virtual meetings

Work Remotely

 Temporarily due to COVID-19

Job Type: Full-time
Salary: ₹12,000.00 - ₹25,000.00 per month
Schedule:

 Day shift

Experience:

 HR: 1 year (Preferred)
 total work: 1 year (Preferred)

Language:

 English (Preferred)

Speak with the employer+91 +91-XXXXXXXXXX",,"ee361ac1417e9d11",,"Mohali Sas Nagar, Chandigarh","Human Resource Executive","1 day ago",,,"₹12,000 - ₹25,000 a month","2023-02-19T12:29:39.359Z","https://www.indeed.co.in/company/exceedor.com/jobs/Human-Resource-Executive-ee361ac1417e9d11?fccid=06ef1398774e250c&vjs=3"
"PCB Auditors.com",,"We're looking for a highly motivated candidate to join our team.
As an HR Intern, you will be responsible for day-to-day HR activities of an organization.
Location will be only Meerut.
WFH is not available.
Requirements:-

 Good communications skills in writing and speaking.
 CBSE Board will be preferable with +70% scores in their academics.
 Confident and positive attitude.
 Candidate who is looking forward their career in HR only required. Good Speaking and Listening skills.
 Candidates who just wants to time-pass or not serious in their career are not required.
 Computer proficiency, Teamwork and Problem-solving.
 Knowledge in HR activities are required.
 Freshers are welcome.

If you're passionate about HR and ready to take your skills to the next level, we want to hear from you!
PCB Must Innovations is an equal opportunity employer and values diversity at our company.
Job Types: Full-time, Regular / Permanent, Fresher, InternshipContract length: 6 months
Pay: ₹5,000.00 - ₹80,000.00 per month
Benefits:

 Health insurance

Schedule:

 Day shift
 Morning shift

Supplemental pay types:

 Performance bonus
 Yearly bonus

Ability to commute/relocate:

 Meerut, Uttar Pradesh: Reliably commute or planning to relocate before starting work (Required)

Experience:

 total work: 1 year (Preferred)
",,"1c8e6f70141207bb",,"Meerut, Uttar Pradesh","HR Intern","1 day ago",,,,"2023-02-19T12:29:40.242Z","https://www.indeed.co.in/company/PCB-Auditors-pvt.-ltd./jobs/Human-Resource-Intern-1c8e6f70141207bb?fccid=deaf5a37cd2b63c3&vjs=3"
"Webultrasolution",,"HR Intern Responsibilities:Updating company databases by inputting new employee contact information and employment details.Screening potential employees' resumes and application forms to identify suitable candidates to fill company job vacancies.Organizing interviews with shortlisted candidates.Posting job advertisements to job boards and social media platforms.Removing job advertisements from job boards and social media platforms once vacancies have been filled.Assisting the HR staff in gathering market salary information.Assisting in the planning of company events.Preparing and sending offer and rejection letters or emails to candidates.Coordinating new hire orientations.Responding to staff inquiries regarding HR policies, employee benefits, and other HR-related matters.
Job Type: Full-time
Salary: ₹2,000.00 - ₹3,000.00 per month
Schedule:

 Day shift

Ability to commute/relocate:

 Noida, Uttar Pradesh: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 total work: 1 year (Preferred)

Speak with the employer+91-XXXXXXXXXX",,"f40e956d06b061c1",,"Noida, Uttar Pradesh","HR INTERNSHIP","1 day ago",,,,"2023-02-19T12:29:39.442Z","https://www.indeed.co.in/company/Webultrasolution/jobs/Human-Resource-Internship-f40e956d06b061c1?fccid=233df578c7286a41&vjs=3"
"Geo Designs & Research Pvt Ltd",,"The candidate should have experience in handling and preparing HR related
Job Type: Full-time
Salary: ₹12,000.00 - ₹15,000.00 per month
Benefits:

 Provident Fund

Schedule:

 Day shift

Ability to commute/relocate:

 Vadodara, Gujarat: Reliably commute or planning to relocate before starting work (Required)

Experience:

 total work: 1 year (Preferred)
",,"8d45beeed6474545",,"Vadodara, Gujarat","HR Executive","1 day ago",,,"₹12,000 - ₹15,000 a month","2023-02-19T12:29:41.139Z","https://www.indeed.co.in/company/Geo-designs-&-research-Pvt-ltd/jobs/Human-Resource-Executive-8d45beeed6474545?fccid=27fbc82faa8904e4&vjs=3"
